Year,Causes,Value
2006,Air Pollution,38820
2007,Air Pollution,39523
2008,Air Pollution,39879
2009,Air Pollution,40272
2010,Air Pollution,40532
2011,Air Pollution,40756
2012,Air Pollution,40923
2013,Air Pollution,41399
2014,Air Pollution,41490
2015,Air Pollution,41964
2016,Air Pollution,42214
2017,Air Pollution,42630
2018,Air Pollution,43101
2019,Air Pollution,43509
1990,Air Pollution,11595
1991,Air Pollution,11046
1992,Air Pollution,10723
1993,Air Pollution,10694
1994,Air Pollution,10595
1995,Air Pollution,10699
1996,Air Pollution,10703
1997,Air Pollution,10443
1998,Air Pollution,10499
1999,Air Pollution,10538
2000,Air Pollution,10157
2001,Air Pollution,10237
2002,Air Pollution,10022
2003,Air Pollution,10083
2004,Air Pollution,10047
2005,Air Pollution,9879
2006,Air Pollution,9817
2007,Air Pollution,9940
2008,Air Pollution,9815
2009,Air Pollution,10198
2010,Air Pollution,10545
2011,Air Pollution,10671
2012,Air Pollution,10947
2013,Air Pollution,11331
2014,Air Pollution,11573
2015,Air Pollution,11813
2016,Air Pollution,11485
2017,Air Pollution,11553
2018,Air Pollution,11932
2019,Air Pollution,12509
1990,Air Pollution,3852340
1991,Air Pollution,3853939
1992,Air Pollution,3860585
1993,Air Pollution,3851851
1994,Air Pollution,3815306
1995,Air Pollution,3775192
1996,Air Pollution,3755666
1997,Air Pollution,3714080
1998,Air Pollution,3675663
1999,Air Pollution,3706740
2000,Air Pollution,3762946
2001,Air Pollution,3778535
2002,Air Pollution,3813039
2003,Air Pollution,3850851
2004,Air Pollution,3915285
2005,Air Pollution,3878497
2006,Air Pollution,3752008
2007,Air Pollution,3691910
2008,Air Pollution,3717863
2009,Air Pollution,3748241
2010,Air Pollution,3800160
2011,Air Pollution,3801847
2012,Air Pollution,3757919
2013,Air Pollution,3736187
2014,Air Pollution,3730074
2015,Air Pollution,3733947
2016,Air Pollution,3750711
2017,Air Pollution,3721637
2018,Air Pollution,3689355
2019,Air Pollution,3728207
1990,Air Pollution,30385
1991,Air Pollution,31538
1992,Air Pollution,31840
1993,Air Pollution,31833
1994,Air Pollution,31875
1995,Air Pollution,31762
1996,Air Pollution,32281
1997,Air Pollution,31013
1998,Air Pollution,30514
1999,Air Pollution,31132
2000,Air Pollution,31041
2001,Air Pollution,31107
2002,Air Pollution,33414
2003,Air Pollution,31545
2004,Air Pollution,30941
2005,Air Pollution,29845
2006,Air Pollution,30557
2007,Air Pollution,30182
2008,Air Pollution,30696
2009,Air Pollution,31723
2010,Air Pollution,31544
2011,Air Pollution,30361
2012,Air Pollution,30266
2013,Air Pollution,29860
2014,Air Pollution,29420
2015,Air Pollution,29769
2016,Air Pollution,29857
2017,Air Pollution,29860
2018,Air Pollution,30764
2019,Air Pollution,31471
1990,Air Pollution,1688
1991,Air Pollution,1692
1992,Air Pollution,1726
1993,Air Pollution,1719
1994,Air Pollution,1734
1995,Air Pollution,1726
1996,Air Pollution,1716
1997,Air Pollution,1687
1998,Air Pollution,1634
1999,Air Pollution,1592
2000,Air Pollution,1581
2001,Air Pollution,1539
2002,Air Pollution,1502
2003,Air Pollution,1451
2004,Air Pollution,1408
2005,Air Pollution,1404
2006,Air Pollution,1365
2007,Air Pollution,1403
2008,Air Pollution,1406
2009,Air Pollution,1360
2010,Air Pollution,1322
2011,Air Pollution,1333
2012,Air Pollution,1325
2013,Air Pollution,1313
2014,Air Pollution,1363
2015,Air Pollution,1352
2016,Air Pollution,1334
2017,Air Pollution,1321
2018,Air Pollution,1301
2019,Air Pollution,1293
1990,Air Pollution,6700
1991,Air Pollution,6680
1992,Air Pollution,6705
1993,Air Pollution,6799
1994,Air Pollution,7021
1995,Air Pollution,7146
1996,Air Pollution,7296
1997,Air Pollution,7419
1998,Air Pollution,7321
1999,Air Pollution,7323
2000,Air Pollution,7205
2001,Air Pollution,7025
2002,Air Pollution,6917
2003,Air Pollution,6990
2004,Air Pollution,7016
2005,Air Pollution,7046
2006,Air Pollution,7068
2007,Air Pollution,7093
2008,Air Pollution,7111
2009,Air Pollution,7077
2010,Air Pollution,7028
2011,Air Pollution,7001
2012,Air Pollution,7036
2013,Air Pollution,7044
2014,Air Pollution,7055
2015,Air Pollution,6975
2016,Air Pollution,6874
2017,Air Pollution,6818
2018,Air Pollution,6872
2019,Air Pollution,6958
1990,Air Pollution,10
1991,Air Pollution,9
1992,Air Pollution,9
1993,Air Pollution,8
1994,Air Pollution,8
1995,Air Pollution,8
1996,Air Pollution,8
1997,Air Pollution,8
1998,Air Pollution,7
1999,Air Pollution,7
2000,Air Pollution,7
2001,Air Pollution,7
2002,Air Pollution,7
2003,Air Pollution,7
2004,Air Pollution,6
2005,Air Pollution,6
2006,Air Pollution,6
2007,Air Pollution,6
2008,Air Pollution,6
2009,Air Pollution,6
2010,Air Pollution,6
2011,Air Pollution,6
2012,Air Pollution,6
2013,Air Pollution,6
2014,Air Pollution,7
2015,Air Pollution,8
2016,Air Pollution,8
2017,Air Pollution,8
2018,Air Pollution,8
2019,Air Pollution,8
1990,Air Pollution,1677
1991,Air Pollution,1662
1992,Air Pollution,1653
1993,Air Pollution,1618
1994,Air Pollution,1673
1995,Air Pollution,1723
1996,Air Pollution,1656
1997,Air Pollution,1679
1998,Air Pollution,1698
1999,Air Pollution,1745
2000,Air Pollution,1690
2001,Air Pollution,1729
2002,Air Pollution,1654
2003,Air Pollution,1683
2004,Air Pollution,1680
2005,Air Pollution,1555
2006,Air Pollution,1630
2007,Air Pollution,1480
2008,Air Pollution,1529
2009,Air Pollution,1518
2010,Air Pollution,1748
2011,Air Pollution,1714
2012,Air Pollution,1766
2013,Air Pollution,1819
2014,Air Pollution,1869
2015,Air Pollution,1963
2016,Air Pollution,2049
2017,Air Pollution,2027
2018,Air Pollution,2098
2019,Air Pollution,2140
1990,Air Pollution,38183
1991,Air Pollution,39175
1992,Air Pollution,40509
1993,Air Pollution,42176
1994,Air Pollution,43988
1995,Air Pollution,45651
1996,Air Pollution,46629
1997,Air Pollution,47491
1998,Air Pollution,48475
1999,Air Pollution,49139
2000,Air Pollution,49892
2001,Air Pollution,50324
2002,Air Pollution,50783
2003,Air Pollution,51073
2004,Air Pollution,51436
2005,Air Pollution,51485
2006,Air Pollution,51923
2007,Air Pollution,51516
2008,Air Pollution,51063
2009,Air Pollution,50924
2010,Air Pollution,50786
2011,Air Pollution,50562
2012,Air Pollution,50951
2013,Air Pollution,51809
2014,Air Pollution,51660
2015,Air Pollution,51448
2016,Air Pollution,49106
2017,Air Pollution,47442
2018,Air Pollution,47068
2019,Air Pollution,46183
1990,Air Pollution,11195
1991,Air Pollution,10890
1992,Air Pollution,10733
1993,Air Pollution,10636
1994,Air Pollution,10464
1995,Air Pollution,10500
1996,Air Pollution,10527
1997,Air Pollution,10547
1998,Air Pollution,10200
1999,Air Pollution,9905
2000,Air Pollution,9470
2001,Air Pollution,9274
2002,Air Pollution,9325
2003,Air Pollution,9437
2004,Air Pollution,9040
2005,Air Pollution,9084
2006,Air Pollution,8800
2007,Air Pollution,8839
2008,Air Pollution,8734
2009,Air Pollution,8275
2010,Air Pollution,8062
2011,Air Pollution,7850
2012,Air Pollution,7699
2013,Air Pollution,7344
2014,Air Pollution,7314
2015,Air Pollution,7480
2016,Air Pollution,6782
2017,Air Pollution,6649
2018,Air Pollution,6703
2019,Air Pollution,6803
1990,Air Pollution,10870
1991,Air Pollution,10810
1992,Air Pollution,11097
1993,Air Pollution,11352
1994,Air Pollution,11394
1995,Air Pollution,11367
1996,Air Pollution,11444
1997,Air Pollution,11504
1998,Air Pollution,11766
1999,Air Pollution,11966
2000,Air Pollution,11764
2001,Air Pollution,11780
2002,Air Pollution,11021
2003,Air Pollution,11134
2004,Air Pollution,11192
2005,Air Pollution,11321
2006,Air Pollution,10679
2007,Air Pollution,10655
2008,Air Pollution,10791
2009,Air Pollution,10858
2010,Air Pollution,11040
2011,Air Pollution,10638
2012,Air Pollution,11243
2013,Air Pollution,11815
2014,Air Pollution,12380
2015,Air Pollution,13078
2016,Air Pollution,12727
2017,Air Pollution,12762
2018,Air Pollution,12728
2019,Air Pollution,12303
1990,Air Pollution,822
1991,Air Pollution,880
1992,Air Pollution,928
1993,Air Pollution,952
1994,Air Pollution,951
1995,Air Pollution,956
1996,Air Pollution,950
1997,Air Pollution,953
1998,Air Pollution,963
1999,Air Pollution,966
2000,Air Pollution,944
2001,Air Pollution,922
2002,Air Pollution,914
2003,Air Pollution,902
2004,Air Pollution,910
2005,Air Pollution,922
2006,Air Pollution,950
2007,Air Pollution,964
2008,Air Pollution,960
2009,Air Pollution,958
2010,Air Pollution,954
2011,Air Pollution,928
2012,Air Pollution,915
2013,Air Pollution,909
2014,Air Pollution,911
2015,Air Pollution,911
2016,Air Pollution,855
2017,Air Pollution,824
2018,Air Pollution,863
2019,Air Pollution,921
1990,Air Pollution,27281
1991,Air Pollution,25800
1992,Air Pollution,24831
1993,Air Pollution,23578
1994,Air Pollution,22934
1995,Air Pollution,22728
1996,Air Pollution,21281
1997,Air Pollution,20554
1998,Air Pollution,19037
1999,Air Pollution,18265
2000,Air Pollution,17887
2001,Air Pollution,17626
2002,Air Pollution,17224
2003,Air Pollution,17432
2004,Air Pollution,16635
2005,Air Pollution,16394
2006,Air Pollution,15732
2007,Air Pollution,15576
2008,Air Pollution,15565
2009,Air Pollution,15454
2010,Air Pollution,15359
2011,Air Pollution,15247
2012,Air Pollution,14888
2013,Air Pollution,14444
2014,Air Pollution,13725
2015,Air Pollution,13557
2016,Air Pollution,13091
2017,Air Pollution,12913
2018,Air Pollution,13248
2019,Air Pollution,13249
1990,Air Pollution,127983
1991,Air Pollution,130399
1992,Air Pollution,132340
1993,Air Pollution,134254
1994,Air Pollution,137019
1995,Air Pollution,139610
1996,Air Pollution,143134
1997,Air Pollution,143509
1998,Air Pollution,145576
1999,Air Pollution,147536
2000,Air Pollution,150480
2001,Air Pollution,152663
2002,Air Pollution,153449
2003,Air Pollution,156375
2004,Air Pollution,156467
2005,Air Pollution,156769
2006,Air Pollution,158196
2007,Air Pollution,158495
2008,Air Pollution,159091
2009,Air Pollution,158789
2010,Air Pollution,157738
2011,Air Pollution,156602
2012,Air Pollution,155577
2013,Air Pollution,153107
2014,Air Pollution,150037
2015,Air Pollution,145888
2016,Air Pollution,142083
2017,Air Pollution,139383
2018,Air Pollution,139972
2019,Air Pollution,139658
1990,Air Pollution,7549
1991,Air Pollution,7301
1992,Air Pollution,7149
1993,Air Pollution,7057
1994,Air Pollution,6849
1995,Air Pollution,6696
1996,Air Pollution,6409
1997,Air Pollution,6102
1998,Air Pollution,5828
1999,Air Pollution,5727
2000,Air Pollution,5432
2001,Air Pollution,5322
2002,Air Pollution,5209
2003,Air Pollution,4958
2004,Air Pollution,4666
2005,Air Pollution,4454
2006,Air Pollution,4406
2007,Air Pollution,4418
2008,Air Pollution,4324
2009,Air Pollution,4327
2010,Air Pollution,4234
2011,Air Pollution,3999
2012,Air Pollution,3711
2013,Air Pollution,3383
2014,Air Pollution,3064
2015,Air Pollution,2915
2016,Air Pollution,2939
2017,Air Pollution,2980
2018,Air Pollution,3035
2019,Air Pollution,2944
1990,Air Pollution,886
1991,Air Pollution,895
1992,Air Pollution,904
1993,Air Pollution,936
1994,Air Pollution,946
1995,Air Pollution,971
1996,Air Pollution,980
1997,Air Pollution,990
1998,Air Pollution,1016
1999,Air Pollution,1031
2000,Air Pollution,1036
2001,Air Pollution,1032
2002,Air Pollution,1023
2003,Air Pollution,1008
2004,Air Pollution,1028
2005,Air Pollution,1033
2006,Air Pollution,1053
2007,Air Pollution,1083
2008,Air Pollution,1106
2009,Air Pollution,1125
2010,Air Pollution,1158
2011,Air Pollution,1183
2012,Air Pollution,1208
2013,Air Pollution,1235
2014,Air Pollution,1237
2015,Air Pollution,1257
2016,Air Pollution,1264
2017,Air Pollution,1276
2018,Air Pollution,1299
2019,Air Pollution,1319
1990,Air Pollution,122
1991,Air Pollution,120
1992,Air Pollution,112
1993,Air Pollution,108
1994,Air Pollution,106
1995,Air Pollution,103
1996,Air Pollution,100
1997,Air Pollution,96
1998,Air Pollution,93
1999,Air Pollution,92
2000,Air Pollution,90
2001,Air Pollution,86
2002,Air Pollution,83
2003,Air Pollution,80
2004,Air Pollution,76
2005,Air Pollution,74
2006,Air Pollution,74
2007,Air Pollution,72
2008,Air Pollution,72
2009,Air Pollution,71
2010,Air Pollution,70
2011,Air Pollution,72
2012,Air Pollution,73
2013,Air Pollution,74
2014,Air Pollution,76
2015,Air Pollution,76
2016,Air Pollution,74
2017,Air Pollution,71
2018,Air Pollution,72
2019,Air Pollution,74
1990,Air Pollution,7061
1991,Air Pollution,6778
1992,Air Pollution,6477
1993,Air Pollution,6382
1994,Air Pollution,6167
1995,Air Pollution,6115
1996,Air Pollution,6206
1997,Air Pollution,6350
1998,Air Pollution,6417
1999,Air Pollution,6467
2000,Air Pollution,6393
2001,Air Pollution,6401
2002,Air Pollution,6412
2003,Air Pollution,6715
2004,Air Pollution,7121
2005,Air Pollution,7322
2006,Air Pollution,7433
2007,Air Pollution,7441
2008,Air Pollution,7399
2009,Air Pollution,7448
2010,Air Pollution,7535
2011,Air Pollution,7760
2012,Air Pollution,8334
2013,Air Pollution,9031
2014,Air Pollution,9503
2015,Air Pollution,9912
2016,Air Pollution,9917
2017,Air Pollution,9664
2018,Air Pollution,9562
2019,Air Pollution,9537
1990,Air Pollution,5004080
1991,Air Pollution,5001747
1992,Air Pollution,5006860
1993,Air Pollution,4998471
1994,Air Pollution,4961398
1995,Air Pollution,4921368
1996,Air Pollution,4900061
1997,Air Pollution,4852846
1998,Air Pollution,4821989
1999,Air Pollution,4865844
2000,Air Pollution,4926471
2001,Air Pollution,4946344
2002,Air Pollution,4991453
2003,Air Pollution,5039024
2004,Air Pollution,5115140
2005,Air Pollution,5093074
2006,Air Pollution,4975701
2007,Air Pollution,4925346
2008,Air Pollution,4965342
2009,Air Pollution,5004080
2010,Air Pollution,5063215
2011,Air Pollution,5073232
2012,Air Pollution,5033875
2013,Air Pollution,5012121
2014,Air Pollution,5004404
2015,Air Pollution,5009680
2016,Air Pollution,5017870
2017,Air Pollution,4981270
2018,Air Pollution,4961613
2019,Air Pollution,5015790
1990,Air Pollution,951861
1991,Air Pollution,962969
1992,Air Pollution,978533
1993,Air Pollution,997121
1994,Air Pollution,1013317
1995,Air Pollution,1026723
1996,Air Pollution,1033277
1997,Air Pollution,1045348
1998,Air Pollution,1048969
1999,Air Pollution,1056377
2000,Air Pollution,1058188
2001,Air Pollution,1067929
2002,Air Pollution,1075459
2003,Air Pollution,1086734
2004,Air Pollution,1088165
2005,Air Pollution,1086832
2006,Air Pollution,1092577
2007,Air Pollution,1096138
2008,Air Pollution,1112266
2009,Air Pollution,1122283
2010,Air Pollution,1128588
2011,Air Pollution,1131590
2012,Air Pollution,1142064
2013,Air Pollution,1153464
2014,Air Pollution,1163188
2015,Air Pollution,1178753
2016,Air Pollution,1181222
2017,Air Pollution,1179831
2018,Air Pollution,1182889
2019,Air Pollution,1196799
1990,Air Pollution,7427
1991,Air Pollution,7577
1992,Air Pollution,7255
1993,Air Pollution,6933
1994,Air Pollution,6742
1995,Air Pollution,6573
1996,Air Pollution,6713
1997,Air Pollution,6414
1998,Air Pollution,6558
1999,Air Pollution,6620
2000,Air Pollution,6603
2001,Air Pollution,6437
2002,Air Pollution,7035
2003,Air Pollution,7313
2004,Air Pollution,7462
2005,Air Pollution,7792
2006,Air Pollution,8019
2007,Air Pollution,8191
2008,Air Pollution,8377
2009,Air Pollution,8443
2010,Air Pollution,8595
2011,Air Pollution,8544
2012,Air Pollution,8919
2013,Air Pollution,9128
2014,Air Pollution,9162
2015,Air Pollution,9069
2016,Air Pollution,9083
2017,Air Pollution,9033
2018,Air Pollution,9274
2019,Air Pollution,9533
1990,Air Pollution,135515
1991,Air Pollution,134707
1992,Air Pollution,132917
1993,Air Pollution,135044
1994,Air Pollution,135686
1995,Air Pollution,132845
1996,Air Pollution,130930
1997,Air Pollution,131757
1998,Air Pollution,131435
1999,Air Pollution,131311
2000,Air Pollution,127397
2001,Air Pollution,133893
2002,Air Pollution,138821
2003,Air Pollution,144664
2004,Air Pollution,145226
2005,Air Pollution,145053
2006,Air Pollution,148259
2007,Air Pollution,150110
2008,Air Pollution,155248
2009,Air Pollution,161163
2010,Air Pollution,164350
2011,Air Pollution,165175
2012,Air Pollution,169624
2013,Air Pollution,166871
2014,Air Pollution,169831
2015,Air Pollution,180001
2016,Air Pollution,179783
2017,Air Pollution,177503
2018,Air Pollution,180316
2019,Air Pollution,183905
1990,Air Pollution,6902
1991,Air Pollution,6835
1992,Air Pollution,6967
1993,Air Pollution,7035
1994,Air Pollution,7049
1995,Air Pollution,6759
1996,Air Pollution,6587
1997,Air Pollution,6551
1998,Air Pollution,6726
1999,Air Pollution,6207
2000,Air Pollution,5993
2001,Air Pollution,5802
2002,Air Pollution,5454
2003,Air Pollution,5503
2004,Air Pollution,5558
2005,Air Pollution,5513
2006,Air Pollution,5518
2007,Air Pollution,5442
2008,Air Pollution,5318
2009,Air Pollution,5583
2010,Air Pollution,5285
2011,Air Pollution,5436
2012,Air Pollution,5191
2013,Air Pollution,5467
2014,Air Pollution,5815
2015,Air Pollution,5710
2016,Air Pollution,5433
2017,Air Pollution,5229
2018,Air Pollution,5160
2019,Air Pollution,5161
1990,Air Pollution,72855
1991,Air Pollution,71287
1992,Air Pollution,69262
1993,Air Pollution,68427
